Rank	MName	#males	FName	#females
806	Canaan	283	Deborah	346
807	Maxton	283	Keyla	346
808	Alexzander	281	Patricia	346
809	Billy	281	Emmeline	345
810	Harold	281	Hadlee	345
811	Baylor	280	Giovanna	344
812	Gordon	277	Kailee	344
813	Rene	276	Desiree	342
814	Terrence	276	Casey	341
815	Vincenzo	276	Karlie	341
816	Kamdyn	275	Khaleesi	341
817	Marlon	275	Lara	341
818	Castiel	274	Tori	341
819	Lamar	274	Clementine	340
820	Augustine	273	Nancy	340
821	Jamie	273	Simone	340
822	Eugene	272	Ayleen	339
823	Harlan	271	Estelle	339
824	Kase	271	Celine	338
825	Miller	271	Madyson	338
826	Van	271	Zaniyah	338
827	Kolby	270	Adley	337
828	Sonny	270	Amalia	337
829	Emory	269	Paityn	337
830	Junior	269	Kathleen	336
831	Graysen	268	Sandra	336
832	Heath	268	Lizbeth	335
833	Rogelio	268	Maleah	334
834	Will	268	Micah	334
835	Amare	267	Aryana	333
836	Ameer	267	Hailee	333
837	Camdyn	267	Aiyana	332
838	Jerome	267	Joyce	332
839	Maison	267	Ryann	332
840	Micheal	266	Caylee	331
841	Cristiano	265	Kalani	331
842	Giancarlo	265	Marisol	331
843	Henrik	265	Nathaly	331
844	Lochlan	265	Briar	330
845	Bode	263	Holland	329
846	Camron	263	Lindsay	328
847	Houston	263	Remy	328
848	Otis	263	Adrienne	327
849	Hugh	262	Azariah	326
850	Kannon	262	Harlee	326
851	Konnor	262	Dana	325
852	Emmet	261	Frida	325
853	Kamryn	261	Marianna	325
854	Maximo	261	Yamileth	325
855	Adrien	260	Chana	324
856	Cedric	260	Kaya	324
857	Dariel	260	Lina	324
858	Landry	260	Celia	323
859	Leighton	260	Analia	322
860	Magnus	260	Hana	322
861	Draven	259	Jayde	321
862	Javon	259	Joslyn	321
863	Marley	259	Romina	321
864	Zavier	259	Anabella	320
865	Markus	258	Barbara	320
866	Justus	256	Bryleigh	319
867	Reyansh	255	Emilie	319
868	Rudy	255	Nathalia	319
869	Santana	255	Ally	318
870	Misael	254	Evalyn	318
871	Abdiel	253	Bonnie	317
872	Davian	253	Zaria	317
873	Zaire	253	Carla	316
874	Jordy	252	Estella	316
875	Reginald	252	Kailani	316
876	Benton	251	Rivka	316
877	Darwin	251	Rylan	316
878	Franco	251	Paulina	314
879	Jairo	251	Kayden	313
880	Jonathon	251	Giana	312
881	Reuben	251	Yareli	312
882	Urijah	251	Kaiya	310
883	Vivaan	251	Sariah	310
884	Brent	250	Avalynn	309
885	Gauge	250	Jasmin	309
886	Vaughn	249	Aya	308
887	Coleman	248	Jewel	308
888	Zaid	248	Kristen	308
889	Terrell	247	Paula	308
890	Kenny	246	Astrid	307
891	Brice	245	Jordynn	307
892	Lyric	244	Kenya	307
893	Judson	243	Ann	306
894	Shiloh	243	Annalee	306
895	Damari	242	Kai	306
896	Kalel	242	Kiley	305
897	Braiden	240	Marleigh	305
898	Brenden	240	Julianne	304
899	Coen	240	Zion	304
900	Denver	240	Emmaline	303
901	Javion	240	Nataly	303
902	Thatcher	240	Aminah	302
903	Rey	239	Amya	302
904	Dilan	238	Iliana	302
905	Dimitri	237	Jaida	302
906	Immanuel	237	Paloma	302
907	Mustafa	237	Asia	301
908	Ulises	237	Louisa	301
909	Alvaro	236	Sarahi	301
910	Dominique	236	Tara	301
911	Eliseo	236	Andi	300
912	Anakin	235	Arden	300
913	Craig	235	Dalary	300
914	Dario	234	Aimee	299
915	Santos	234	Alisson	299
916	Grey	233	Halle	299
917	Ishaan	233	Aitana	298
918	Jessie	232	Landry	297
919	Jonael	232	Alisha	296
920	Alfred	231	Elin	296
921	Tyrone	231	Maliah	296
922	Valentin	231	Belen	295
923	Jadon	230	Briley	295
924	Turner	230	Raina	294
925	Ignacio	229	Vienna	294
926	Riaan	229	Esperanza	293
927	Rocky	229	Judith	292
928	Ephraim	228	Faye	291
929	Marquis	228	Susan	290
930	Musa	227	Aliya	289
931	Keenan	226	Aranza	289
932	Ridge	226	Yasmin	289
933	Chace	225	Jaylin	288
934	Kymani	225	Kyndall	288
935	Rodolfo	225	Saniyah	288
936	Darrell	224	Wendy	288
937	Steve	224	Yaritza	288
938	Agustin	223	Azaria	287
939	Jaziel	223	Kaelynn	287
940	Boone	220	Neriah	287
941	Cairo	220	Zainab	287
942	Kashton	220	Alissa	286
943	Rashad	220	Cherish	286
944	Gibson	219	Dixie	286
945	Jabari	219	Veda	286
946	Avi	218	Nala	285
947	Quintin	218	Tabitha	285
948	Seamus	218	Cordelia	284
949	Rolando	217	Ellison	284
950	Sutton	217	Meilani	284
951	Camilo	216	Angeline	283
952	Triston	216	Reina	283
953	Yehuda	216	Tegan	283
954	Cristopher	215	Hadleigh	282
955	Davin	215	Harmoni	282
956	Ernest	215	Kimora	282
957	Jamarion	215	Ingrid	281
958	Kamren	215	Lilia	281
959	Salvatore	215	Luz	281
960	Anton	214	Aislinn	280
961	Aydan	214	America	280
962	Huxley	214	Ellis	280
963	Jovani	214	Elora	280
964	Wilder	214	Heather	280
965	Bodie	213	Natalee	280
966	Jordyn	213	Miya	279
967	Louie	213	Heavenly	278
968	Achilles	212	Jenny	278
969	Kaeden	212	Aubriella	277
970	Kamron	212	Emmalee	277
971	Aarush	211	Kensington	277
972	Deangelo	211	Kiana	277
973	Robin	211	Lilyanna	277
974	Yadiel	211	Tinley	277
975	Yahya	211	Ophelia	276
976	Boden	209	Moriah	275
977	Ean	209	Sharon	275
978	Kye	209	Charlize	274
979	Kylen	209	Abril	273
980	Todd	209	Avalyn	273
981	Truman	209	Mariyah	273
982	Chevy	208	Taya	273
983	Gilbert	208	Ireland	272
984	Haiden	208	Lyra	272
985	Brixton	207	Noor	272
986	Dangelo	207	Sariyah	272
987	Juelz	207	Giavanna	271
988	Osvaldo	207	Stevie	271
989	Bishop	206	Rhea	270
990	Freddy	206	Zaylee	270
991	Reagan	206	Denise	269
992	Frankie	205	Frankie	269
993	Malaki	205	Janiya	269
994	Camren	204	Jocelynn	269
995	Deshawn	204	Libby	269
996	Jayvion	204	Aubrianna	268
997	Leroy	204	Kaitlynn	268
998	Briar	203	Princess	267
999	Jaydon	203	Sidney	267
1000	Antoine	202	Alianna	266
